"","latitude","longitude"
"8632869",41.6179,-80.2917
"8633722",41.7163,-80.2124
"8633985",39.9429,-75.2774
"8634250",40.3684,-76.9935
"8634252",40.3134,-76.7578
"8634534",40.2349,-76.7617
"8635497",40.3486,-76.8256
"8635566",40.2585,-76.7525
"8635678",40.392,-76.8753
"8635817",40.2963,-76.8709
"8636061",40.2504,-76.8438
"8636297",40.3319,-76.7999
"8636520",41.4107,-78.5348
"8637598",42.0609,-80.1526
"8638495",42.2206,-79.8551
"8639559",39.7866,-77.7253
"8640565",39.9762,-77.6331
"8640864",39.7445,-77.6296
"8641275",41.394,-79.4131
"8642251",39.725,-79.8867
"8642883",39.81,-79.5555
"8643052",39.9104,-79.7794
"8643572",39.9226,-79.714
"8644636",39.8053,-79.5598
"8645178",40.0922,-79.7538
"8645754",39.996,-79.5788
"8646257",39.895,-80.4551
"8646377",39.8716,-80.4942
"8646495",39.8539,-80.4825
"8646572",39.8788,-80.4282
"8646642",40.1675,-78.1363
"8646934",40.6223,-79.1033
"8647176",40.9645,-79.1989
"8648203",41.0872,-79.1032
"8649258",40.2717,-76.5731
"8649355",40.3,-76.2567
"8649520",41.5039,-75.7239
"8649604",41.5257,-75.5993
"8649807",41.3928,-75.6411
"8650160",41.4248,-75.6546
"8650840",41.4911,-75.5638
"8651050",40.6474,-75.6505
"8652088",40.6091,-75.5857
"8652101",40.6182,-75.3923
"8652666",40.6848,-75.5887
"8652977",40.6311,-75.4149
"8653698",40.4943,-75.4877
"8653919",40.2055,-76.0509
"8654889",40.0634,-76.4072
"8655898",40.1682,-76.59
"8655901",40.077,-76.4117
"8656858",40.0462,-76.4408
"8657446",40.8678,-80.2786
"8657665",41.2571,-77.0085
"8658623",41.2432,-76.8732
"8658626",41.0316,-76.0087
"8659516",41.0167,-76
"8660595",41.3493,-75.7714
"8661545",41.332,-75.9631
"8661893",41.1925,-75.8061
"8662568",41.0701,-75.7986
"8663064",41.2949,-75.8682
"8664139",41.0696,-76.1611
"8664879",41.1504,-75.9062
"8664918",40.9681,-75.9907
"8665142",40.9887,-75.2959
"8665978",41.0578,-75.0796
"8666729",40.9034,-75.3737
"8667344",40.9039,-75.3749
"8667820",40.8933,-75.3992
"8668673",41.1433,-80.4552
"8668854",41.3537,-80.0505
"8669913",41.1994,-80.4565
"8670423",40.31,-75.607
"8671173",40.2436,-75.6354
"8671640",40.2763,-75.3006
"8672643",40.2556,-75.4144
"8673700",40.2177,-75.4933
"8673714",40.2185,-75.4185
"8673855",40.1685,-75.3005
"8674810",40.2061,-75.2991
"8675872",40.0124,-75.257
"8676155",40.2011,-75.409
"8676852",40.2077,-75.3522
"8677667",40.2779,-75.6306
"8677930",40.3184,-75.3243
"8678187",40.0082,-75.3003
"8678435",40.2363,-75.3825
"8679490",40.2199,-75.4655
"8680165",40.2654,-75.3329
"8681112",40.1522,-75.1038
"8681167",40.1305,-75.3839
"8681349",40.1999,-75.4534
"8681506",40.146,-75.2025
"8682573",40.2329,-75.5423
"8682671",40.195,-75.2908
"8683518",40.2825,-75.5451
"8684402",40.153,-75.2564
"8685176",40.2042,-75.3577
"8686241",40.2291,-75.5416
"8687146",40.3087,-75.4498
"8688213",40.0062,-75.236
"8688644",40.0941,-75.1432
"8689655",40.3324,-75.4541
"8690492",40.1984,-75.4535
"8691321",40.3735,-75.5127
"8692154",40.3933,-75.4859
"8692804",40.2126,-75.3211
"8693619",40.2522,-75.4953
"8694216",40.1969,-75.3259
"8694646",40.3986,-75.5058
"8694757",40.2084,-75.2923
"8694902",40.6114,-75.2259
"8695062",40.7828,-75.1827
"8696095",40.6029,-75.2899
"8696098",40.6461,-75.3922
"8697024",40.6984,-75.3381
"8697346",40.7394,-75.3347
"8697826",40.9375,-75.1445
"8698351",40.7419,-75.2589
"8698621",41.0871,-76.8647
"8698628",40.799,-76.4322
"8699601",40.0677,-75.0748
"8700628",40.0586,-75.077
"8701679",40.0455,-75.2222
"8702736",40.025,-75.18
"8703021",40.0316,-75.1102
"8703242",41.3,-74.95
"8703707",41.4153,-75.1702
"8703766",41.3656,-74.6968
"8703958",41.326,-74.9222
"8704207",41.4202,-74.9095
"8704413",41.8076,-78.1414
"8705466",41.8043,-78.0495
"8705852",41.7122,-77.951
"8706913",40.6702,-76.2308
"8707663",40.6564,-76.1394
"8707884",40.5922,-76.5324
"8707996",40.6437,-76.5485
"8708540",40.0584,-79.2616
"8709613",39.9546,-78.9928
"8710548",39.9191,-78.9538
"8710903",40.8173,-76.9097
"8711902",41.65,-75.4667
"8712874",41.995,-75.965
"8713042",41.9518,-75.8272
"8714120",41.8554,-75.7111
"8714987",41.8501,-75.8655
"8715153",41.6687,-75.662
"8715508",41.8026,-75.6972
"8716037",41.7842,-75.9919
"8716491",41.8366,-75.8709
"8716901",40.8921,-76.8676
"8717211",41.3846,-79.6979
"8717884",41.5007,-79.8497
"8718663",41.567,-79.7639
"8719681",41.3814,-79.8438
"8720291",41.3339,-79.7139
"8721060",41.4081,-79.8195
"8721201",41.65,-75.0833
"8721379",41.2833,-75.45
"8722458",41.8992,-75.4718
"8723527",41.6048,-75.2833
"8724603",41.5027,-75.159
"8725679",41.5902,-75.359
"8726756",41.5824,-75.3357
"8727831",41.625,-75.222
"8728905",41.5237,-75.2696
"8729897",41.7038,-75.0684
"8730491",41.6894,-75.1276
"8730751",40.2831,-80.0857
"8731717",40.2522,-80.0539
"8732032",40.2597,-80.19
"8732208",40.0266,-79.9981
"8732629",40.2761,-80.4623
"8732769",40.2603,-80.0059
"8733117",40.3005,-80.2385
"8733346",40.3243,-79.7556
"8733470",40.3189,-79.3894
"8734017",40.5918,-79.7333
"8734417",40.3045,-79.6159
"8734904",40.573,-79.6419
"8735100",40.3773,-79.0709
"8735722",40.6153,-79.6214
"8736308",40.1658,-79.7995
"8736672",40.3263,-79.7029
"8737228",41.6,-75.9667
"8738247",41.5778,-76.0096
"8739246",39.9734,-76.9178
"8740299",40.1612,-76.7791
"8740552",40.0092,-76.6782
"8740679",39.9965,-76.7533
"8741757",39.7763,-76.6958
"8742166",40.0488,-76.6948
"8743245",40.002,-76.808
"8743633",39.8294,-76.6691
"8744456",39.7954,-76.9713
"8745289",40.0713,-76.7231
"8745504",41.7418,-71.3419
"8745938",41.673,-71.617
"8745958",41.6625,-71.4159
"8747010",41.682,-71.4595
"8747197",41.6446,-71.4548
"8747538",41.6493,-71.5032
"8747789",41.5308,-71.2998
"8748867",41.5265,-71.1893
"8749885",41.509,-71.159
"8750956",41.6432,-71.2068
"8751883",41.4962,-71.3191
"8752092",41.5814,-71.2478
"8752542",41.7777,-71.4022
"8753600",41.8777,-71.7513
"8754118",41.9591,-71.542
"8754852",41.8427,-71.3852
"8755875",41.8889,-71.5603
"8756950",41.9775,-71.3885
"8757402",41.7799,-71.4017
"8757996",41.9676,-71.481
"8758673",41.8376,-71.4311
"8758898",41.9513,-71.6717
"8759513",41.9544,-71.5494
"8760131",41.8461,-71.423
"8760582",42.0089,-71.4186
"8760953",41.4614,-71.716
"8761909",41.476,-71.531
"8761914",41.4336,-71.4658
"8762021",41.4854,-71.6291
"8762287",41.5508,-71.6346
"8762373",41.4056,-71.5273
"8762493",41.3795,-71.8246
"8762504",41.5202,-71.7532
"8763341",41.3872,-71.6216
"8763969",41.5738,-71.4724
"8764736",41.5605,-71.5841
"8765448",41.3599,-71.8226
"8765920",41.3609,-71.6912
"8766529",41.4468,-71.5547
"8767104",41.5857,-71.5267
"8767344",34.1366,-82.3969
"8767651",34.3279,-82.3809
"8768638",34.2972,-82.3953
"8769558",34.2935,-82.474
"8769885",34.2848,-82.5176
"8769992",34.1927,-82.3928
"8771034",34.2379,-82.3711
"8771271",34.2857,-82.5128
"8771431",34.205,-82.4276
"8772061",34.2257,-82.7184
"8772590",34.1318,-82.4612
"8772765",33.5591,-81.9029
"8772998",33.5156,-81.8425
"8773011",33.5413,-81.9634
"8773242",33.5646,-81.9469
"8773614",33.4438,-81.6584
"8774653",33.5704,-81.7583
"8774893",33.4393,-81.6586
"8775804",33.5243,-81.7288
"8775909",33.528,-81.735
"8776832",33.5073,-81.7345
"8777770",33.4594,-81.4515
"8778835",33.492,-81.7136
"8779669",33.5602,-81.7433
"8780714",33.5565,-81.5853
"8781734",33.5074,-81.9782
"8782744",33.5043,-81.7294
"8783775",33.5344,-81.5783
"8783782",33.6754,-81.6741
"8784322",33.4778,-81.8371
"8785317",33.4793,-81.7444
"8786042",33.5251,-81.8712
"8786054",33.44,-81.64
"8786875",33.4846,-81.7266
"8787893",33.501,-81.7141
"8788884",33.4882,-81.7295
"8788886",33.4454,-81.6518
"8789070",33.6312,-81.3647
"8789892",33.4949,-81.962
"8790036",33.6591,-81.2195
"8790197",33.4478,-81.6593
"8790521",33.5603,-81.759
"8791358",33.4792,-81.723
"8791536",33.545,-81.9044
"8792037",33.6338,-81.2792
"8792700",33.5568,-81.7269
"8793308",33.5755,-81.79
"8793829",32.989,-81.2921
"8794898",34.6086,-82.5741
"8795936",34.2394,-82.7049
"8796485",34.5548,-82.8524
"8797330",34.7752,-82.4889
"8798149",34.385,-82.5598
"8799186",34.3505,-82.6839
"8800225",34.5621,-82.6846
"8801300",34.5182,-82.7317
"8801387",34.4662,-82.513
"8802385",34.6603,-82.6679
"8802501",34.7591,-82.5007
"8802719",34.5869,-82.6587
"8803303",34.434,-82.8119
"8803327",34.5538,-82.8357
"8803934",34.5488,-82.8245
"8804952",34.4295,-82.8132
"8805408",34.6624,-82.7859
"8805878",34.5328,-82.5556
"8806036",32.2529,-80.735
"8807111",32.2664,-80.8476
"8808006",32.2665,-80.9633
"8808925",32.2713,-80.9683
"8809203",32.248,-80.8156
"8810114",32.1007,-80.883
"8811187",32.3563,-80.7132
"8811215",32.3426,-80.8391
"8811979",32.2129,-80.8811
"8812381",32.4762,-80.6719
"8813238",32.3662,-80.8524
"8814098",32.2704,-80.8746
"8814183",32.328,-80.838
"8814786",32.3709,-80.6561
"8815722",32.1753,-80.7491
"8816670",32.4639,-80.6817
"8816821",32.2174,-80.9802
"8817766",32.1897,-80.7007
"8818842",32.3536,-80.6923
"8819664",32.3286,-80.8578
"8819979",32.1991,-80.7658
"8820804",32.2314,-80.7235
"8821201",32.5555,-80.8281
"8821573",32.2638,-80.7174
"8821818",32.2411,-80.7008
"8822052",32.9459,-80.0084
"8822211",33.2329,-79.9678
"8822564",33.0347,-80.135
"8823406",33.0011,-80.0766
"8824376",33.0377,-80.1259
"8824467",33.0261,-79.76
"8824584",33.1123,-80.0727
"8825627",33.4249,-80.0267
"8826106",33.1173,-80.0971
"8826938",32.9196,-79.8402
"8827560",33.1987,-79.9377
"8828211",32.8587,-79.9206
"8828938",32.9203,-80.0055
"8829302",33.1223,-80.0923
"8830248",33.3325,-79.9939
"8830490",33.0555,-80.1406
"8830590",33.0775,-80.2177
"8831577",33.1056,-79.9613
"8832544",32.8473,-79.9032
"8833315",32.8475,-79.9023
"8833692",33.0676,-79.9747
"8834023",33.1923,-79.9865
"8834264",33.3392,-81.1805
"8835328",33.096,-81.0108
"8835919",33.233,-81.3031
"8835924",33.2367,-81.3857
"8836630",33.6874,-80.7301
"8836871",33.7565,-81.0428
"8837226",33.5275,-80.2372
"8838113",33.5744,-80.2205
"8838163",33.5332,-80.3149
"8838426",33.6698,-80.1995
"8839398",33.7125,-80.2683
"8839610",34.7519,-80.3449
"8839703",34.8151,-80.54
"8840771",34.691,-79.8754
"8841445",35.151,-81.561
"8841448",35.1163,-81.6803
"8842398",34.8713,-81.4794
"8843079",35.1347,-81.4783
"8843426",35.0619,-81.6427
"8844402",35.0958,-81.7372
"8844763",35.0366,-81.7009
"8845357",32.7756,-80.765
"8845833",32.9439,-80.6812
"8846906",33.089,-80.814
"8847979",33.0596,-80.6261
"8848946",33.0271,-80.9871
"8850013",32.9152,-80.6197
"8850547",32.7134,-80.6087
"8851343",32.8947,-80.5661
"8852185",32.9799,-80.4947
"8852927",32.7472,-79.9372
"8852940",32.8129,-79.8877
"8853168",32.8117,-79.8336
"8853431",32.8384,-80.0838
"8853498",33.0845,-79.4636
"8854562",32.7264,-79.9587
"8855553",32.6486,-79.9575
"8855622",32.807,-80.08
"8856468",32.6777,-80.0375
"8856776",32.8567,-79.8058
"8857601",32.9591,-80.0606
"8858579",32.7011,-80.2937
"8859651",33.0835,-79.4599
"8860650",32.9322,-80.0736
"8861722",32.5137,-80.3124
"8861725",32.8103,-79.9569
"8862727",32.8352,-80.073
"8863498",32.8949,-80.0273
"8864567",32.8064,-79.8784
"8864964",32.8794,-79.9899
"8865910",32.7177,-79.9455
"8866907",32.8965,-79.7962
"8867783",32.7216,-80.0088
"8868841",32.8224,-79.8253
"8868966",32.8185,-79.8105
"8870007",32.8919,-79.9904
"8871032",32.8945,-80.0116
"8871085",32.7859,-79.9834
"8871591",32.6288,-80.0406
"8872200",32.8257,-79.9835
"8872914",32.7559,-79.9955
"8873986",32.7649,-79.9762
"8874908",32.7884,-80.2565
"8875439",32.7924,-79.8588
"8876365",32.7449,-79.9186
"8877344",32.8097,-80.0746
"8878404",32.6299,-80.1951
"8879168",32.8195,-79.8809
"8880192",32.7966,-79.9468
"8880483",32.8415,-79.8233
"8880704",32.7523,-80.2403
"8881597",32.912,-79.8184
"8882169",32.871,-79.7731
"8882507",32.8209,-80.0207
"8882677",32.902,-79.7882
"8883113",32.8821,-79.8284
"8883469",32.7516,-79.8998
"8883662",32.5508,-80.2318
"8884078",32.7889,-80.0495
"8884533",32.8863,-79.83
"8884671",32.7865,-80.0265
"8884831",34.8201,-81.1777
"8885049",34.7113,-80.9123
"8886039",34.7051,-81.1452
"8886167",32.9262,-80.084
"8887236",33.1896,-80.6381
"8888310",32.9856,-80.1686
"8888314",33.0006,-80.1734
"8888408",33.0162,-80.186
"8889281",32.985,-80.1844
"8890196",33.0391,-80.2178
"8890599",33.0044,-80.2093
"8891109",32.9878,-80.2971
"8891696",33.0313,-80.174
"8892648",32.9827,-80.2583
"8893632",32.9406,-80.1163
"8893894",32.9748,-80.1665
"8894029",33.0044,-80.2089
"8894292",33.0026,-80.1524
"8894417",34.4632,-79.4129
"8895321",34.2017,-79.9071
"8896163",34.3866,-80.1048
"8897188",34.3655,-80.1155
"8897556",34.3473,-80.174
"8898540",34.404,-80.0316
"8899121",33.6515,-81.8662
"8900183",33.9403,-81.9561
"8900362",33.6552,-81.8851
"8901346",34.1901,-79.8639
"8902391",34.0599,-79.7904
"8902403",34.1809,-79.8639
"8902407",34.0381,-79.7899
"8903064",34.1624,-79.8091
"8903483",34.1691,-79.8524
"8903608",34.4708,-80.9024
"8904249",33.4306,-79.2537
"8905211",33.5513,-79.0515
"8906027",33.2759,-79.2928
"8907055",33.4943,-79.0832
"8908116",33.429,-79.1847
"8908172",33.4266,-79.2599
"8908305",33.4266,-79.2583
"8908673",33.4284,-79.1721
"8909672",33.5668,-79.0457
"8910474",33.4596,-79.1195
"8911363",33.4268,-79.1379
"8911576",33.3657,-79.2787
"8912409",33.422,-79.1726
"8912585",34.9189,-82.3621
"8913317",34.8776,-82.37
"8913386",34.9515,-82.3366
"8914215",35.0938,-82.4093
"8915291",34.9814,-82.3047
"8916337",34.8076,-82.2378
"8917413",34.8816,-82.3224
"8918425",34.9403,-82.4522
"8918449",34.9594,-82.3973
"8918737",34.8954,-82.273
"8919595",34.8103,-82.2608
"8920623",34.7596,-82.3217
"8920705",34.7508,-82.3437
"8921619",34.9176,-82.3771
"8922546",34.6357,-82.2637
"8923498",34.7739,-82.2119
"8923501",34.8734,-82.4855
"8924580",34.8229,-82.3624
"8924960",34.666,-82.2734
"8925203",34.7368,-82.3056
"8925568",34.8697,-82.3253
"8926075",34.9966,-82.3541
"8927110",34.857,-82.3919
"8927931",34.8163,-82.225
"8928271",34.92,-82.4254
"8929278",34.7591,-82.2374
"8930322",34.9117,-82.4565
"8930361",34.9583,-82.2261
"8930467",34.8803,-82.3696
"8930738",34.7957,-82.2461
"8930934",34.9434,-82.4032
"8931987",34.7292,-82.4549
"8933027",35.0769,-82.4281
"8933874",35.1087,-82.5592
"8934713",34.7997,-82.3732
"8935379",34.7899,-82.2634
"8936072",35.0349,-82.2274
"8936530",34.7155,-82.3108
"8936968",34.8444,-82.3829
"8937242",34.2001,-82.2398
"8937912",34.3357,-82.1717
"8938948",34.2161,-82.1642
"8938953",34.2554,-82.0413
"8939165",34.3228,-82.1423
"8939693",34.1364,-82.0872
"8939751",34.2387,-82.1672
"8940807",34.083,-82.2542
"8941057",34.1675,-82.2188
"8942097",34.1828,-82.2144
"8943110",34.1356,-82.2124
"8943556",34.2099,-82.1562
"8944369",32.9029,-81.1993
"8945425",32.7764,-81.1532
"8946209",32.8575,-81.1165
"8947197",32.764,-81.102
"8947232",33.6192,-79.0145
"8947669",33.5995,-79.0065
"8948730",34.0675,-78.8689
"8949782",33.7692,-78.9144
"8950728",33.7153,-79.0298
"8951612",33.8368,-78.6492
"8951729",34.0379,-78.9351
"8952807",33.6207,-78.9673
"8953829",33.7732,-79.0086
"8954041",33.7267,-78.9729
"8955099",33.59,-78.9898
"8955110",33.8295,-78.9528
"8956188",33.6138,-79.0429
"8956983",33.5786,-79.0454
"8958016",33.7157,-78.8556
"8958976",33.9533,-78.7474
"8959183",33.6236,-79.0258
"8960233",33.7452,-79.0173
"8961247",33.967,-79.018
"8961803",33.6201,-78.986
"8961804",33.6446,-78.9561
"8962838",33.7905,-78.9572
"8963887",33.6461,-79.0366
"8964491",33.7447,-78.818
"8964549",33.7906,-79.01
"8964932",33.6205,-78.9861
"8965288",33.7644,-78.8033
"8965449",33.7867,-78.9728
"8965571",33.7663,-78.8675
"8965720",33.6406,-79.0187
"8965838",32.4496,-80.8911
"8966854",32.4692,-81.0153
"8967173",32.3083,-80.9504
"8968150",32.3092,-80.9686
"8968274",34.2947,-80.5509
"8968795",34.3398,-80.5449
"8969714",34.2261,-80.5793
"8969740",34.2544,-80.6967
"8970072",34.1925,-80.7746
"8970843",34.2843,-80.6156
"8971295",34.2268,-80.5756
"8971738",34.185,-80.5497
"8972670",34.2354,-80.6906
"8973386",35.0311,-80.8903
"8974265",34.7497,-80.7939
"8975337",35.0642,-80.8968
"8975419",34.7206,-80.7856
"8976428",34.7807,-80.5979
"8976553",34.9352,-80.8413
"8976820",34.7746,-80.793
"8977895",34.2446,-81.9134
"8978930",34.3494,-81.9464
"8979914",34.5862,-82.1641
"8979932",34.5548,-82.1516
"8979968",34.4875,-82.0341
"8980908",34.4571,-81.8823
"8981611",34.485,-81.875
"8982468",34.4653,-82.1657
"8982879",33.9894,-81.2654
"8983874",34.0014,-81.1422
"8984790",33.9292,-81.3065
"8985839",33.9421,-81.2023
"8986745",34.1261,-81.3337
"8987108",33.9764,-81.2173
"8987260",34.0151,-81.192
"8988338",33.9922,-81.2413
"8988430",33.9071,-81.4009
"8989272",33.9748,-81.2445
"8990219",34.002,-81.1584
"8990298",34.1464,-81.3427
"8991315",34.1456,-81.3482
"8992353",33.9512,-81.1754
"8993398",33.9846,-81.0618
"8993489",33.9854,-81.2195
"8993499",34.0699,-81.2108
"8994006",33.9415,-81.0738
"8995059",33.9644,-81.274
"8996047",34.0978,-81.3655
"8996749",33.7551,-81.0079
"8996849",33.7607,-81.249
"8996876",33.915,-81.3813
"8997818",33.9414,-81.056
"8998818",33.997,-81.129
"8999692",33.9542,-81.1736
"9000680",33.8387,-81.4158
"9000976",33.9506,-81.0523
"9001997",34.0078,-81.4303
"9002630",33.9836,-81.1851
"9003356",34.0548,-81.3474
"9004076",33.9366,-81.3056
"9004693",33.9226,-81.2509
"9005135",34.097,-81.2051
"9005603",34.064,-81.1459
"9005847",33.7862,-81.3294
"9006306",33.8839,-81.561
"9006589",34.6185,-79.672
"9007392",34.5877,-79.5719
"9007755",33.9092,-82.3327
"9008728",34.183,-81.4651
"9008806",34.1814,-81.5005
"9009056",34.2588,-81.802
"9010109",34.2365,-81.4575
"9010264",34.2934,-81.6106
"9010710",34.9055,-83.0302
"9011695",34.7869,-83.0819
"9012009",34.7568,-82.9571
"9013057",34.7484,-83.0202
"9013395",34.6899,-82.9328
"9014416",34.7328,-82.9881
"9015414",34.6737,-83.0005
"9015802",34.7258,-82.8695
"9016875",34.8403,-82.9369
"9017151",34.8394,-82.9372
"9017959",34.8237,-82.9408
"9018059",34.8282,-82.937
"9018944",34.718,-82.969
"9019781",34.7113,-82.9716
"9020025",34.8317,-82.9168
"9020112",34.8397,-82.9369
"9020978",34.7131,-82.9365
"9021885",34.9125,-82.9067
"9022669",34.7157,-82.9317
"9023054",34.7459,-82.9464
"9023696",34.8407,-82.9086
"9023868",34.82,-82.9227
"9024807",34.7192,-82.9764
"9025773",34.9233,-82.911
"9025884",34.7733,-82.9713
"9026394",34.7488,-83.0126
"9027408",34.8471,-82.9071
"9028111",34.8892,-82.9102
"9029029",34.8188,-82.926
"9029427",34.8733,-82.9114
"9029704",34.8074,-82.9137
"9030485",34.7096,-82.9998
"9031175",34.7007,-83.0146
"9031547",34.6993,-83.1889
"9032031",33.3304,-80.4149
"9032267",33.4951,-80.8607
"9032720",33.4656,-81.0397
"9033365",33.5504,-80.8683
"9033644",33.5207,-80.9117
"9034526",33.4963,-80.4581
"9034603",33.4267,-80.5882
"9035456",33.2285,-80.7829
"9035703",33.4277,-80.9662
"9036773",33.5205,-81.0594
"9037266",33.5135,-80.8826
"9037423",33.5556,-80.8906
"9038235",33.5315,-80.7579
"9038309",33.5099,-80.905
"9038623",33.6033,-80.8725
"9038961",33.4994,-80.8687
"9039377",33.5857,-80.9882
"9039505",33.492,-80.4985
"9039618",34.8977,-82.828
"9040646",34.7511,-82.6552
"9040660",34.8756,-82.7323
"9041667",34.7602,-82.7964
"9042045",34.8027,-82.5893
"9043005",34.8128,-82.5678
"9044065",34.6919,-82.8014
"9045068",34.7869,-82.8359
"9046121",34.8285,-82.6806
"9046508",34.9831,-82.8052
"9047573",34.9484,-82.6039
"9047700",34.6826,-82.7882
"9047798",34.9458,-82.8925
"9048349",34.8523,-82.8717
"9049360",34.8218,-82.876
"9050166",34.8164,-82.8802
"9051101",34.6917,-82.7926
"9051996",34.96,-82.6104
"9052155",34.98,-82.85
"9052779",34.6711,-82.8028
"9053070",34.1589,-81.027
"9053240",34.1272,-81.2304
"9054225",34.1457,-81.2243
"9055205",34.1589,-80.9317
"9055867",34.126,-80.8284
"9056788",34.1359,-80.8886
"9057765",33.9574,-80.8578
"9058842",34.1092,-81.2061
"9059881",34.2171,-80.9929
"9060691",33.9984,-80.9804
"9061731",34.1305,-80.8389
"9061981",34.2351,-80.9128
"9062922",33.9623,-80.9546
"9062986",34.143,-80.882
"9063128",34.1518,-80.9415
"9064181",34.2095,-81.2718
"9065232",34.1469,-80.8864
"9066305",33.9839,-81.0094
"9066445",34.1275,-81.2304
"9066552",34.0337,-80.9677
"9067037",34.0249,-80.9965
"9067181",34.118,-81.1567
"9067665",34.1829,-80.8959
"9067883",33.9465,-81.8558
"9068924",34.019,-81.7153
"9069995",34.0094,-81.7683
"9071072",33.84,-81.6663
"9072125",33.9422,-81.5838
"9072740",33.9323,-80.3741
"9073803",33.9456,-80.388
"9074835",33.9471,-80.3901
"9075878",34.0007,-80.4792
"9076168",34.0286,-80.3325
"9076740",33.8944,-80.4083
"9077206",34.8376,-82.1766
"9077246",34.892,-82.1061
"9077524",34.9134,-81.8748
"9077758",34.8763,-82.0571
"9078807",34.964,-82.194
"9079883",35.0893,-82.0969
"9080652",34.8796,-82.0777
"9081243",34.9891,-82.2056
"9082322",34.9572,-81.8704
"9083129",34.9627,-81.888
"9083336",34.9304,-82.0189
"9084396",35.0979,-81.8941
"9085356",34.7308,-81.981
"9085724",34.9792,-82.2119
"9086793",34.9197,-82.2201
"9087102",35.0886,-81.9874
"9087687",35.1074,-81.9101
"9088608",34.9178,-81.8788
"9088879",35.1682,-81.939
"9089957",34.7689,-81.857
"9090701",34.7754,-82.0191
"9090971",34.9732,-81.8732
"9091439",34.9152,-82.1233
"9091639",34.8836,-82.0793
"9091963",34.7854,-81.8182
"9092199",34.8762,-82.1731
"9092387",35.0346,-81.9488
"9092578",34.9754,-82.0532
"9093092",35.1037,-82.1007
"9093455",35.1045,-82.1945
"9093739",34.9727,-82.1568
"9094057",34.7554,-81.6133
"9095042",33.7394,-79.9332
"9096120",33.7456,-79.9629
"9096690",33.5963,-79.7426
"9097312",35.0842,-81.0775
"9098375",35.0362,-81.2214
"9098447",34.9845,-81.1254
"9099434",34.9676,-81.0926
"9100454",35.0499,-81.0219
"9101504",34.9899,-81.2048
"9102282",35.0271,-80.9916
"9103316",35.0368,-81.1398
"9103728",34.8245,-81.4394
"9103927",35.0422,-81.2796
"9104991",35.0327,-81.3388
"9105115",34.9842,-81.03
"9106146",34.9688,-81.0567
"9106149",34.962,-81.1266
"9107096",35.0403,-81.0155
"9107300",34.9436,-81.0768
"9108192",35.0391,-81.0123
"9109060",34.8793,-80.8994
"9109367",34.985,-81.1138
"9110043",35.1072,-81.0686
"9110666",34.9311,-80.93
"9111116",34.9874,-81.0485
"9111746",35.0553,-80.9872
"9112425",35.0095,-80.9391
"9112883",35.0137,-81.0852
"9113142",43.5715,-98.7424
"9113678",43.513,-98.463
"9113807",43.7145,-98.5594
"9113930",44.4567,-98.174
"9115009",44.3975,-98.5595
"9115017",44.5822,-98.5444
"9116055",44.3376,-98.2213
"9116140",44.3453,-98.2197
"9116962",44.4296,-98.3974
"9117103",44.08,-99.13
"9118102",42.9287,-98.0303
"9118131",42.891,-97.6549
"9118223",42.8946,-98.0327
"9118449",44.2666,-96.8012
"9118520",44.5309,-96.5227
"9119284",44.2899,-96.8021
"9120192",44.3039,-96.7878
"9121269",44.4848,-96.8375
"9122225",44.2936,-96.7884
"9122228",44.2446,-97.0409
"9122232",44.3986,-96.8078
"9122732",44.4326,-96.6499
"9122776",44.2899,-96.7871
"9123153",44.303,-96.7699
"9123206",44.4124,-96.6628
"9123300",44.4347,-96.6537
"9123575",44.3911,-96.6868
"9123747",44.4256,-96.6207
"9124227",44.3061,-96.7751
"9125106",44.2673,-96.7978
"9125272",44.4355,-96.8907
"9126348",44.3823,-96.7883
"9126613",44.2918,-96.7855
"9127320",44.4315,-96.9961
"9127532",43.8068,-99.3271
"9128558",43.7513,-99.1791
"9128584",43.7585,-98.8818
"9128896",43.7051,-99.3773
"9129782",43.7509,-99.1827
"9130053",43.9048,-99.2549
"9131115",43.2218,-102.0326
"9131247",43.3158,-101.3851
"9132070",43.172,-101.9864
"9132154",43.3502,-101.6018
"9132449",43.1563,-101.4929
"9132668",43.2082,-102.0292
"9133536",43.2228,-101.6274
"9133540",43.13,-101.9759
"9133580",45.481,-98.4732
"9134089",45.5613,-98.4101
"9134470",45.6383,-98.0003
"9134654",45.9165,-98.2912
"9135472",45.4468,-98.4909
"9136519",45.2438,-98.564
"9136649",45.3255,-98.4971
"9136862",45.5465,-98.6417
"9137393",45.4826,-98.4776
"9137503",45.4869,-98.5169
"9137721",45.3918,-98.3718
"9138357",45.5445,-98.6417
"9138375",45.4561,-98.4926
"9138518",45.548,-98.5179
"9138644",45.4692,-98.4853
"9138667",45.4759,-98.4765
"9138982",45.477,-98.3255
"9139200",45.7422,-98.6225
"9139339",45.4505,-98.5086
"9140377",45.5139,-98.3923
"9140622",44.7333,-103.3667
"9141647",44.7437,-103.2905
"9142714",44.652,-103.8461
"9143680",44.959,-97.0247
"9143913",45.0043,-97.0857
"9144072",44.9074,-97.1116
"9144972",44.9207,-97.2299
"9145089",45.1278,-97.3928
"9145162",44.9373,-97.0837
"9145211",44.909,-97.2122
"9145773",44.9158,-97.0915
"9145818",44.9468,-97.2565
"9145871",44.8192,-97.2058
"9146198",43.3843,-98.8146
